"","State","Date.Local","no2","no2_aqi","o3","o3_aqi","so2","co","so2_aqi","co_aqi"
"313","Alaska","2015-12-29",30.966667,37,0.005333,26,13.9020835,0.835159,30,11
"314","Alaska","2015-12-30",16.770833,42,0.014417,31,4.9,0.4277085,16,9
"315","Alaska","2015-12-31",21.345833,42,0.014105,24,7.5881985,0.426576,23,7
"316","Indiana","2015-01-07",9.770833,12,0.028875,30,0.8541665,0.1954545,1,2
"317","Indiana","2015-01-08",17.204167,27,0.022125,26,6.2958335,0.2541665,23,3
"318","Indiana","2015-01-09",9.7375,12,0.028958,31,0.7416665,0.204167,1,3
"319","Indiana","2015-01-10",20.904167,36,0.021125,26,11.05974,0.291667,69,3
"320","Indiana","2015-01-11",20.35,31,0.0165,19,7.06875,0.280303,39,5
"321","Indiana","2015-01-12",16.186364,28,0.025625,35,0.8395835,0.322917,3,5
"322","Indiana","2015-01-13",13.672727,20,0.024333,30,1,0.1979165,1,3
"323","Indiana","2015-01-14",25.5875,37,0.013125,26,1.46875,0.31875,3,5
"324","Indiana","2015-01-15",26.4375,40,0.01255,20,2.12803,0.6863095,4,13
"325","Indiana","2015-01-27",18.5875,35,0.017458,28,1.76875,0.3833335,6,5
"326","Indiana","2015-01-28",25.383333,41,0.021,28,2.01875,0.49375,13,10
"327","Indiana","2015-01-29",12.322727,19,0.015708,23,0.9265155,0.169697,3,2
"328","Indiana","2015-01-30",14.420833,34,0.021042,31,0.5791665,0.183333,1,6
"329","Indiana","2015-01-31",25.358333,33,0.011875,18,4.8305195,0.3833335,23,9
"330","Indiana","2015-02-01",18.604167,30,0.016083,26,1.3583335,0.212406,6,3
"331","Indiana","2015-02-02",10.431818,18,0.02975,31,0.8395835,0.18,1,NA
"332","Indiana","2015-02-03",18.604167,28,0.018792,22,11.8583335,0.2,41,2
"333","Indiana","2015-02-04",16.5625,26,0.02,22,7.5041665,0.227083,51,3
"334","Indiana","2015-02-05",22.420833,40,0.017667,28,3.7125,0.2770835,39,5
"335","Indiana","2015-02-06",27.354167,34,0.011833,17,7.2708335,0.3,21,5
"336","Indiana","2015-02-07",18.629167,27,0.024292,30,2.8386365,0.245833,7,3
"337","Indiana","2015-02-08",12.5625,21,0.026333,29,1.9145835,0.2176135,4,3
"338","Indiana","2015-02-09",11.336364,12,0.024625,24,0.45,0.225,1,3
"339","Indiana","2015-02-10",16.41,25,0.020583,30,0.5458335,0.214583,0,3
"340","Indiana","2015-02-11",17.608333,28,0.017583,28,4.4791665,0.2604165,33,3
"341","Indiana","2015-02-12",10.383333,15,0.026458,29,0.6416665,0.1916665,1,2
"342","Indiana","2015-02-13",19.9,31,0.020667,26,7.95625,0.233333,46,3
"343","Indiana","2015-02-14",9.595833,14,0.02825,32,1.237013,0.1958335,4,2
"344","Indiana","2015-02-15",10.5,12,0.030708,34,0.6895835,0.2022725,1,2
"345","Indiana","2015-02-16",15.590909,30,0.01875,25,0.75625,0.210417,3,3
"346","Indiana","2015-02-17",26.970833,43,0.019292,29,1.81875,0.4208335,9,8
"347","Indiana","2015-02-18",9.420833,13,0.03275,32,0.5416665,0.19375,0,2
"348","Indiana","2015-02-19",10.758333,21,0.025375,31,0.9083335,0.2,1,2
"349","Indiana","2015-02-20",22.958333,45,0.024917,31,1.7979165,0.3125,6,6
"350","Indiana","2015-02-21",23.645833,43,0.02025,31,2.0048705,0.31875,11,5
"351","Indiana","2015-02-22",23.25,45,0.027042,34,1.0541665,0.4382575,3,9
"352","Indiana","2015-02-23",18.886364,49,0.023917,35,1.3854165,0.24375,6,5
"353","Indiana","2015-02-24",31.641667,51,0.025875,36,9.1520835,0.370833,74,7
"354","Indiana","2015-02-25",20.320833,44,0.0316,40,1.25,0.275,3,5
"355","Indiana","2015-02-28",27.216667,48,0.033125,42,1.2532465,0.29375,3,5
"356","Indiana","2015-03-01",24.754167,31,0.033042,44,2.7604165,0.312689,6,5
"357","Indiana","2015-03-02",19.831818,30,0.037542,37,1.79375,0.220833,4,3
"358","Indiana","2015-03-03",22.8625,32,0.022583,33,1.732792,0.2541665,6,3
"359","Indiana","2015-03-04",17.533333,19,0.029958,31,0.5136365,0.2125,0,3
"360","Indiana","2015-03-05",17.558333,25,0.03325,40,0.7729165,0.2020835,1,2
"361","Indiana","2015-03-06",31.341667,56,0.029542,40,9.54375,0.3479165,102,7
"362","Indiana","2015-03-07",22.933333,31,0.03925,47,19.716883,0.24375,89,3
"363","Indiana","2015-03-08",26.229167,42,0.026083,41,1.75625,0.300189,14,5
"364","Indiana","2015-03-09",31.131818,53,0.021333,35,4,0.5483335,33,9
"365","Indiana","2015-03-10",28.141667,31,0.0155,19,0.475,0.2395835,0,3
"366","Indiana","2015-03-11",21.5,31,0.023083,33,0.6416665,0.279167,4,5
"367","Indiana","2015-03-12",20.0625,34,0.029208,40,0.5166665,0.202083,1,3
"368","Indiana","2015-03-13",25.758333,35,0.0115,20,0.6833335,0.2104165,3,3
"369","Indiana","2015-03-14",15.704167,26,0.026875,37,0.4766235,0.1916665,1,3
"370","Indiana","2015-03-15",15.729167,24,0.031167,39,2.01875,0.17178,34,3
"371","Indiana","2015-03-16",13.595455,25,0.038375,45,5.4541665,0.120833,46,2
"372","Indiana","2015-03-17",9.426087,16,0.036875,40,0.426708,0.1,0,1
"373","Indiana","2015-03-18",18.195833,37,0.032625,40,0.3833335,0.183333,0,5
"374","Indiana","2015-03-19",15.545833,19,0.035958,38,0.6708335,0.1333335,1,2
"375","Indiana","2015-03-20",16.775,19,0.028417,32,0.5145835,0.16875,1,2
"376","Indiana","2015-03-21",13.429167,27,0.033208,39,0.806818,0.125,3,2
"377","Indiana","2015-03-22",10.3875,13,0.034625,38,0.4375,0.1,0,1
"378","Indiana","2015-03-23",13.159091,18,0.030208,31,0.3479165,0.1020835,0,1
"379","Indiana","2015-03-24",14.858333,19,0.026583,30,0.7291665,0.135417,1,2
"380","Indiana","2015-03-25",16.4,25,0.018917,25,0.86875,0.225,4,3
"381","Indiana","2015-03-26",11.875,16,0.024917,29,0.2166665,0.15,0,3
"382","Indiana","2015-03-27",12.129167,17,0.036792,39,0.21875,0.1020835,0,1
"383","Indiana","2015-03-28",15.4875,39,0.030542,39,0.2951295,0.1333335,0,3
"384","Indiana","2015-03-29",15.841667,36,0.035667,41,1.9916665,0.1515155,17,3
"385","Indiana","2015-03-30",13.031818,24,0.033917,42,0.9333335,0.1458335,14,2
"386","Indiana","2015-03-31",14.583333,37,0.031417,44,3.7104165,0.152083,46,3
"387","Indiana","2015-04-01",19.266667,36,0.037167,49,0.8229165,0.225,4,5
"388","Indiana","2015-04-02",14.120833,21,0.027333,34,2.5958335,0.1520835,30,3
"389","Indiana","2015-04-03",13.095833,21,0.026208,33,0.2666665,0.15625,0,3
"390","Indiana","2015-04-04",12.658333,21,0.028542,36,0.822078,0.1458335,9,2
"391","Indiana","2015-04-05",15.3625,25,0.035375,43,10.5354165,0.1539775,33,2
"392","Indiana","2015-04-06",14.195455,24,0.032417,38,3.2229165,0.1846155,26,2
"393","Indiana","2015-04-13",9.904545,18,0.036167,39,1.2604165,0.1,10,1
"394","Indiana","2015-04-14",11.2,18,0.03975,46,0.3916665,0.097222,0,1
"395","Indiana","2015-04-15",12.325,19,0.039708,47,0.66875,0.127808,1,2
"396","Indiana","2015-04-16",11.966667,16,0.02075,29,1.3104165,0.1827655,17,2
"397","Indiana","2015-04-17",17.55,42,0.029708,97,0.6,0.4276085,1,9
"398","Indiana","2015-04-18",20.570833,39,0.041875,84,0.7626625,0.781884,1,17
"399","Indiana","2015-04-19",10.316667,14,0.0345,38,0.7395835,0.304076,3,5
"400","Indiana","2015-04-20",10.145455,13,0.030958,32,0.7208335,0.216938,6,3
"401","Indiana","2015-04-21",11.654167,20,0.038292,44,0.60625,0.2384055,1,3
"402","Indiana","2015-04-22",11.4875,29,0.033125,39,0.2291665,0.212302,0,3
"403","Indiana","2015-04-23",18.766667,42,0.029,48,0.3833335,0.2980265,1,5
"404","Indiana","2015-04-24",22.716667,40,0.039,51,5.05,0.4948865,54,11
"405","Indiana","2015-04-25",13.554167,16,0.040458,42,0.3788965,0.2,0,2
"406","Indiana","2015-04-26",8.854167,12,0.035542,41,0.775,0.2,3,2
"407","Indiana","2015-04-27",9.454545,16,0.033208,44,0.3541665,0.1979165,0,2
"408","Indiana","2015-04-28",14.720833,29,0.029542,48,0.35,0.2708335,0,5
"409","Indiana","2015-04-29",15.370833,28,0.035417,51,0.4166665,0.3041665,0,5
"410","Indiana","2015-04-30",9.718182,16,0.032042,40,0.43125,0.2104165,1,3
"411","Indiana","2015-05-01",14.545833,40,0.027583,49,0.5979165,0.2801135,1,8
"412","Indiana","2015-05-02",20.36,42,0.030833,64,1.572078,0.5020835,16,10
"413","Indiana","2015-05-03",18.220833,38,0.046708,80,5.7916665,0.4125,62,10
"414","Indiana","2015-05-04",14.633333,22,0.039208,44,5.4145835,0.2395835,43,3
"415","Indiana","2015-05-05",18.845455,43,0.035333,77,2.7458335,0.2916665,16,6
"416","Indiana","2015-05-06",30.372222,50,0.024267,51,3.3105555,0.5166665,36,8
"417","Indiana","2015-05-07",16.877273,30,0.04975,100,2.7145835,0.307065,13,8
"418","Indiana","2015-05-08",14.329167,28,0.041333,50,5.4520835,0.266856,40,5
"419","Indiana","2015-05-09",12.66,21,0.032,42,5.893182,0.21875,27,3
"420","Indiana","2015-05-10",10.9375,16,0.032,43,1.5041665,0.204167,7,3
"421","Indiana","2015-05-11",11.609091,15,0.034417,40,1.3104165,0.1895835,11,2
"422","Indiana","2015-05-12",11.320833,25,0.031958,42,0.3645835,0.19375,1,2
"423","Indiana","2015-05-13",12.529167,19,0.032583,41,0.3916665,0.2145835,1,3
"424","Indiana","2015-05-14",14.209091,18,0.032042,39,1.175,0.2041665,4,2
"425","Indiana","2015-05-15",15.85,25,0.035917,45,3.5958335,0.237121,19,3
"426","Indiana","2015-05-16",13.229167,17,0.020667,24,2.0376625,0.2104165,17,3
"427","Indiana","2015-05-17",8.3875,10,0.021917,25,0.475,0.1916665,1,2
"428","Indiana","2015-05-18",12.233333,15,0.030667,36,2.875,0.1958335,11,2
"429","Indiana","2015-05-19",11.1125,14,0.026,31,0.5104165,0.1895835,1,2
"430","Indiana","2015-05-20",12.483333,14,0.026292,28,0.2645835,0.2,0,2
"431","Indiana","2015-05-21",13.7,27,0.039167,48,0.31875,0.2041665,0,2
"432","Indiana","2015-05-22",19.229167,42,0.036542,67,0.9520835,0.246591,3,6
"433","Indiana","2015-05-23",19.625,48,0.043042,90,0.641558,0.3625,0,8
"434","Indiana","2015-05-24",11.3,24,0.049083,64,0.725,0.2791665,1,7
"435","Indiana","2015-05-25",8.366667,9,0.031917,36,1.3145835,0.1645835,9,2
"436","Indiana","2015-05-26",10.191667,13,0.032667,42,0.64375,0.1916665,4,2
"437","Indiana","2015-05-27",15.166667,22,0.03725,49,5.6604165,0.2083335,20,3
"438","Indiana","2015-05-28",13.154545,22,0.043042,74,0.44375,0.2291665,0,3
"439","Indiana","2015-05-29",12.179167,19,0.031708,39,0.4666665,0.213068,0,3
"440","Indiana","2015-05-30",10.6,18,0.030542,35,1.8373375,0.2,9,2
"441","Indiana","2015-05-31",8.441667,10,0.020792,22,0.2458335,0.147917,0,2
"442","Indiana","2015-06-01",9.866667,12,0.028417,34,0.2041665,0.152083,0,2
"443","Indiana","2015-06-02",12.4375,24,0.022625,32,0.275,0.2041665,0,2
"444","Indiana","2015-06-03",17.175,27,0.017708,36,0.3333335,0.3270835,0,6
"445","Indiana","2015-06-04",20.322727,37,0.032417,84,0.636905,0.4,6,7
"446","Indiana","2015-06-05",15.791667,40,0.043167,71,0.4041665,0.329356,1,8
"447","Indiana","2015-06-06",11.066667,29,0.035542,42,0.1603895,0.235417,0,5
"448","Indiana","2015-06-07",10.95,18,0.048042,74,2.4166665,0.2416665,27,5
"449","Indiana","2015-06-08",12.3375,20,0.036833,42,1.30625,0.1916665,9,2
"450","Indiana","2015-06-09",21.6375,43,0.03,61,0.15625,0.3541665,0,6
"451","Indiana","2015-06-10",16.854167,35,0.052917,87,6.2854165,0.3041665,57,7
"452","Indiana","2015-06-11",18.345455,37,0.050958,101,7.23125,0.2666665,30,3
"453","Indiana","2015-06-12",12.970833,19,0.03675,43,2.9666665,0.2083335,29,3
"454","Indiana","2015-06-13",10.520833,15,0.033125,42,3.4032465,0.1916665,17,2
"455","Indiana","2015-06-14",9.808333,13,0.023667,28,4.75625,0.1291665,19,2
"456","Indiana","2015-06-15",9.158333,17,0.024583,27,0.73125,0.127083,3,2
"457","Indiana","2015-06-16",8.166667,13,0.033042,44,0.175,0.1541665,0,2
"458","Indiana","2015-06-17",11.341667,17,0.015333,21,0.1541665,0.1916665,0,2
"459","Indiana","2015-06-18",12.513636,18,0.017125,25,0.64375,0.1791665,1,2
"460","Indiana","2015-06-19",11.666667,17,0.017792,24,0.8916665,0.1863635,6,2
"461","Indiana","2015-06-20",8.720833,13,0.026667,33,0.1457795,0.15625,1,2
"462","Indiana","2015-06-21",10.808333,18,0.033125,44,1.5333335,0.15625,16,2
"463","Indiana","2015-06-22",12.425,19,0.027167,32,3.2375,0.2041665,21,2
"464","Indiana","2015-06-23",8.395833,13,0.036375,54,0.8145835,0.1583335,6,2
"465","Indiana","2015-06-24",15.025,25,0.0345,71,1.2234845,0.2490945,11,3
"466","Indiana","2015-06-25",15.286957,29,0.033042,47,0.7604165,0.264583,7,5
"467","Indiana","2015-06-26",15.395833,21,0.029667,39,1.7979165,0.236553,26,3
"468","Indiana","2015-06-27",8.179167,14,0.041917,44,0.0854165,0.125,0,2
"469","Indiana","2015-06-28",10.716667,17,0.038833,44,2.7458335,0.1729165,27,2
"470","Indiana","2015-06-29",11.741667,18,0.032208,41,0.4058335,0.210417,3,3
"471","Indiana","2015-06-30",13.6,22,0.035917,50,0.078846,0.26875,0,3
"472","Indiana","2015-07-01",13.658333,17,0.034083,44,0.5395835,0.33125,4,5
"473","Indiana","2015-07-02",9.063636,12,0.036833,44,0.0520835,0.20625,0,5
"474","Indiana","2015-07-03",9.116667,11,0.033917,40,0.1083335,0.206629,0,3
"475","Indiana","2015-07-04",11,28,0.036958,77,0.3958335,0.275,3,3
"476","Indiana","2015-07-05",17.204167,34,0.0295,51,0.4604165,0.46875,1,9
"477","Indiana","2015-07-06",15.958333,28,0.033958,48,0.7520835,0.360417,3,7
"478","Indiana","2015-07-07",11.57,23,0.017708,25,0.26,0.254412,1,5
"479","Indiana","2015-07-08",14.7,24,0.011294,20,0.007143,0.2563495,0,5
"480","Indiana","2015-07-09",10.827273,14,0.017708,22,0.01875,0.247917,0,3
"481","Indiana","2015-07-10",12.979167,27,0.022167,42,0.00625,0.3160985,0,6
"482","Indiana","2015-07-11",15.9,30,0.036542,58,0.0958335,0.514583,0,9
"483","Indiana","2015-07-12",8.7125,12,0.030583,35,0.33125,0.20625,4,3
"484","Indiana","2015-07-13",11.808333,18,0.033708,38,0.0291665,0.229167,0,3
"485","Indiana","2015-07-14",10.9625,25,0.038417,47,0.1833335,0.1625,1,2
"486","Indiana","2015-07-15",8.183333,16,0.032833,38,0.00625,0.1854165,0,2
"487","Indiana","2015-07-16",14,32,0.036792,45,0.1979165,0.2166665,3,3
"488","Indiana","2015-07-17",14.708333,23,0.037875,44,0.3979165,0.22803,3,3
"489","Indiana","2015-07-18",13.608333,20,0.031,41,0.55625,0.2083335,7,2
"490","Indiana","2015-07-19",11.475,17,0.027458,36,0.0270835,0.1875,0,3
"491","Indiana","2015-07-20",9.233333,12,0.035,41,0.2104165,0.1708335,0,2
"492","Indiana","2015-07-21",7.504545,14,0.027292,33,0.064935,0.1895835,0,2
"493","Indiana","2015-07-22",9.866667,9,0.02575,51,0.0854165,0.2916665,0,5
"494","Indiana","2015-07-30",7.15,22,0.024833,38,0.1520835,0.225,0,3
"495","Indiana","2015-07-31",9.291667,19,0.029583,39,0.1208335,0.2666665,0,6
"496","Indiana","2015-08-01",8.029167,25,0.027333,40,0.15,0.25625,1,5
"497","Indiana","2015-08-02",8.7375,25,0.043708,54,4.2979165,0.2791665,19,6
"498","Indiana","2015-08-03",6.654167,12,0.033625,39,3.9625,0.2354165,27,3
"499","Indiana","2015-08-04",10.158333,22,0.026125,46,0.441558,0.295833,7,5
"500","Indiana","2015-08-05",8.0875,18,0.035083,46,0.11875,0.3,0,6
"501","Indiana","2015-08-06",5.3,8,0.02775,31,0.01875,0.2,0,2
"502","Indiana","2015-08-07",9.379167,31,0.023417,44,0.1708335,0.255682,0,6
"503","Indiana","2015-08-08",13.641667,24,0.029958,58,1.5083335,0.4791665,10,9
"504","Indiana","2015-08-09",11.395833,19,0.025042,34,1.5958335,0.366667,11,6
"505","Indiana","2015-08-10",7.304167,17,0.032042,40,0.1770835,0.2604165,0,5
"506","Indiana","2015-08-11",3.258333,5,0.028292,32,0.0555195,0.2020835,0,2
"507","Indiana","2015-08-12",5.4125,15,0.020958,33,0.0833335,0.2083335,0,2
"508","Indiana","2015-08-13",12.536364,26,0.024417,54,0.2520835,0.2708335,1,3
"509","Indiana","2015-08-14",17.145833,30,0.031167,46,1.7770835,0.319318,7,5
"510","Indiana","2015-08-15",9.8375,25,0.039333,80,1.7,0.25,33,5
"511","Indiana","2015-08-16",10.754167,21,0.025458,44,0.3625,0.310417,1,6
"512","Indiana","2015-08-17",17.3875,27,0.015417,31,1.9875,0.4041665,20,6
"513","Indiana","2015-08-18",8.4375,17,0.026167,36,1.239935,0.23125,16,3
"514","Indiana","2015-08-19",6.529167,11,0.034708,45,0.4395835,0.1625,1,2
"515","Indiana","2015-08-20",8.310526,21,0.014278,26,0.238095,0.1833335,1,5
"516","Indiana","2015-08-21",12.379167,25,0.0205,44,0.2708335,0.3958335,1,8
"517","Indiana","2015-08-22",9.583333,24,0.0345,48,0.6375,0.2729165,6,6
"518","Indiana","2015-08-23",4.7125,8,0.030417,36,0.7604165,0.191667,6,3
"519","Indiana","2015-08-24",4.454167,14,0.025208,33,0.0625,0.14375,0,2
"520","Indiana","2015-08-25",5.3,13,0.027708,36,0.0333335,0.152381,0,2
"521","Indiana","2015-08-26",7.241667,15,0.027583,41,0.0875,0.1821425,0,2
"522","Indiana","2015-08-27",8.972727,26,0.028125,48,0.125,0.20625,0,3
"523","Indiana","2015-08-28",10.729167,21,0.032042,44,0.1291665,0.2520835,0,3
"524","Indiana","2015-08-29",11.391667,27,0.030333,44,1.8625,0.283333,9,6
"525","Indiana","2015-08-30",9.333333,24,0.034417,50,0.8625,0.3125,6,7
"526","Indiana","2015-08-31",12.145833,25,0.02825,48,2.4625,0.285417,16,3
"527","Indiana","2015-09-01",16.2125,29,0.026667,48,2.426299,0.341667,14,5
"528","Indiana","2015-09-02",17.404167,34,0.026292,58,0.8270835,0.36875,4,6
"529","Indiana","2015-09-03",16.627273,30,0.026125,51,0.5541665,0.420833,1,8
"530","Indiana","2015-09-04",13.916667,26,0.030417,51,1.1291665,0.312121,4,6
"531","Indiana","2015-09-05",9.966667,16,0.029958,51,0.7625,0.258333,11,3
"532","Indiana","2015-09-06",9.920833,25,0.03675,84,0.9104165,0.3104165,6,5
"533","Indiana","2015-09-07",11.670833,30,0.032833,67,0.875,0.3208335,3,6
"534","Indiana","2015-09-08",10.979167,22,0.035583,49,3.911039,0.295833,21,7
"535","Indiana","2015-09-09",6.6625,14,0.013458,22,0.2541665,0.1895835,1,3
"536","Indiana","2015-09-10",6.8,15,0.029708,49,0.3104165,0.1875,1,3
"537","Indiana","2015-09-11",7.091667,15,0.02125,29,0.04375,0.2339015,0,3
"538","Indiana","2015-09-12",2.779167,6,0.022125,31,0.0145835,0.1083335,0,2
"539","Indiana","2015-09-13",8.383333,24,0.019042,32,0.1020835,0.210417,0,5
"540","Indiana","2015-09-14",13.254167,30,0.02775,44,0.8291665,0.2666665,6,5
"541","Indiana","2015-09-15",15.65,42,0.031833,61,0.5045455,0.2791665,3,3
"542","Indiana","2015-09-16",17.116667,37,0.026458,51,0.78125,0.3083335,6,6
"543","Indiana","2015-09-17",15.627273,34,0.039917,64,0.5645835,0.3270835,3,7
"544","Indiana","2015-09-18",12.045833,23,0.036583,44,1.16875,0.2583335,7,3
"545","Indiana","2015-09-19",4.133333,7,0.027333,31,0.3020835,0.1625,3,3
"546","Indiana","2015-09-20",4.095833,9,0.025208,36,0.1125,0.1375,0,2
"547","Indiana","2015-09-21",8.258333,20,0.020458,43,0.2145835,0.220833,0,3
"548","Indiana","2015-09-22",14.295833,34,0.021625,50,0.3207795,0.35,3,6
"549","Indiana","2015-09-23",10.870833,26,0.037,67,0.3333335,0.2958335,1,7
"550","Indiana","2015-09-24",11.072727,28,0.034583,71,0.269156,0.240942,0,5
"551","Indiana","2015-09-25",9.1625,17,0.038,58,0.4645835,0.2142045,1,5
"552","Indiana","2015-09-26",5.3125,8,0.027708,31,0.3354165,0.1958335,0,2
"553","Indiana","2015-09-27",8.0625,22,0.017042,26,0.1395835,0.2145835,0,6
"554","Indiana","2015-09-28",13.866667,27,0.012667,28,1.33125,0.3229165,4,7
"555","Indiana","2015-09-29",12.808333,22,0.016417,21,0.2075,0.429167,0,10
"556","Indiana","2015-09-30",3.6,6,0.024417,31,0.2104165,0.10625,0,1
"557","Indiana","2015-10-01",3.459091,6,0.023917,28,0.2895835,0.1,1,1
"558","Indiana","2015-10-02",3.558333,5,0.021333,22,0.3354165,0.1,1,1
"559","Indiana","2015-10-03",3.141667,4,0.014833,19,0,0.1270835,0,2
"560","Indiana","2015-10-04",3.220833,5,0.016708,26,0.0708335,0.158333,0,2
"561","Indiana","2015-10-05",5.845833,10,0.016833,27,0.0979165,0.1833335,0,2
"562","Indiana","2015-10-06",7.008333,8,0.014625,27,0.3392855,0.2,1,2
"563","Indiana","2015-10-07",11.158333,25,0.014375,33,0.0791665,0.2791665,0,6
"564","Indiana","2015-10-08",14.486364,25,0.024,35,1.2541665,0.3354165,4,7
"565","Indiana","2015-10-09",6.141667,13,0.023292,26,0.1729165,0.1492425,0,3
"566","Indiana","2015-10-10",11.579167,32,0.017625,35,0.2291665,0.3125,0,10
"567","Indiana","2015-10-11",13.6,25,0.02875,40,1.0583335,0.3875,3,13
"568","Indiana","2015-10-12",9.9375,16,0.032125,43,1.625,0.2145835,9,3
"569","Indiana","2015-10-13",7.591667,20,0.014458,22,0.1905845,0.1729165,0,3
"570","Indiana","2015-10-14",12.408333,25,0.012375,28,0.3208335,0.34375,0,7
"571","Indiana","2015-10-15",12.777273,23,0.025125,37,0.70625,0.460417,1,11
"572","Indiana","2015-10-16",9.758333,23,0.019833,34,0.1395835,0.1895835,0,3
"573","Indiana","2015-10-17",12.820833,25,0.015583,31,0.1958335,0.3333335,1,6
"574","Indiana","2015-10-18",17.266667,32,0.015333,36,0.39375,0.575,0,11
"575","Indiana","2015-10-19",17.5125,28,0.028,37,0.3770835,0.36875,1,10
"576","Indiana","2015-10-20",18.466667,29,0.034792,44,1.3125,0.2541665,3,3
"577","Indiana","2015-10-21",19.433333,35,0.033083,41,2.1375,0.2645835,19,3
"578","Indiana","2015-10-22",15.483333,36,0.032542,51,2.0333335,0.239583,9,3
"579","Indiana","2015-10-23",14.5,25,0.030625,41,0.7395835,0.2354165,1,3
"580","Indiana","2015-10-24",8.895833,10,0.019667,30,0.292857,0.19375,0,3
"581","Indiana","2015-10-25",10.183333,26,0.020375,31,0.0458335,0.1375,0,3
"582","Indiana","2015-10-26",12.077273,22,0.024292,32,0.1,0.202083,0,3
"583","Indiana","2015-10-27",12.445833,17,0.014875,19,0.1208335,0.1979165,0,2
"584","Indiana","2015-10-28",8.541667,12,0.014958,19,0.1208335,0.1895835,0,2
"585","Indiana","2015-10-29",9.6125,14,0.016542,21,0.1791665,0.1708335,0,2
"586","Indiana","2015-10-30",17.955,25,0.008875,14,0.0833335,0.2708335,0,5
"587","Indiana","2015-10-31",13.358333,17,0.01675,20,0.3136365,0.247917,0,5
"588","Indiana","2015-11-01",16.129167,32,0.013792,26,0.5416665,0.2926135,3,9
"589","Indiana","2015-11-02",24.040909,38,0.010125,27,0.7916665,0.6125,6,10
"590","Indiana","2015-11-03",24.904167,40,0.012,31,0.7104165,0.6708335,3,15
"591","Indiana","2015-11-04",21.179167,31,0.013083,23,1.0041665,0.45625,9,16
"592","Indiana","2015-11-05",18.3125,25,0.017875,23,0.9125,0.2604165,6,3
"593","Indiana","2015-11-06",11.408333,18,0.0165,23,0.0916665,0.1604165,0,2
"594","Indiana","2015-11-07",14.6125,25,0.0165,30,0.050974,0.1916665,0,3
"595","Indiana","2015-11-08",20.570833,33,0.01225,30,0.14375,0.418371,0,7
"596","Indiana","2015-11-09",20.445455,31,0.016125,25,0.3958335,0.3416665,3,8
"597","Indiana","2015-11-10",17.583333,28,0.010125,19,0.5354165,0.30625,4,7
"598","Indiana","2015-11-11",14.6375,25,0.025417,37,0.9145835,0.366667,3,8
"599","Indiana","2015-11-12",6.433333,8,0.023583,24,0.4166665,0.2,1,2
"600","Indiana","2015-11-13",9.3875,23,0.020917,29,0.1729165,0.2166665,0,3
"601","Indiana","2015-11-14",18.595833,27,0.016708,23,2.558442,0.3208335,24,5
"602","Indiana","2015-11-15",19.7125,38,0.018792,33,1.5479165,0.3424245,3,8
"603","Indiana","2015-11-16",20.613636,34,0.018958,23,0.6708335,0.385417,3,10
"604","Indiana","2015-11-17",10.395833,14,0.025875,29,0.4458335,0.2,0,2
"605","Indiana","2015-11-18",8.4875,14,0.026375,28,0.68125,0.2,6,2
"606","Indiana","2015-11-19",9.525,19,0.022417,29,0.3395835,0.1979165,1,2
"607","Indiana","2015-11-20",16.7,32,0.0215,30,0.45625,0.258333,1,5
"608","Indiana","2015-11-21",10.266667,25,0.021875,26,0.283442,0.23125,1,3
"609","Indiana","2015-11-22",13.158333,36,0.0205,27,0.1895835,0.2265155,0,3
"610","Indiana","2015-11-23",15.654545,31,0.016417,25,1.3270835,0.2354165,6,3
"611","Indiana","2015-11-24",25.579167,37,0.011083,20,0.7458335,0.570833,1,10
"612","Indiana","2015-11-25",14.729167,23,0.02775,33,0.6041665,0.2291665,1,6
"613","Indiana","2015-11-26",8.175,11,0.031417,32,0.2895835,0.2041665,0,2
"614","Indiana","2015-11-27",8.3,18,0.01975,30,0.1166665,0.2,0,2
"615","Indiana","2015-11-28",5.75,7,0.015125,16,0,0.1979165,0,2
"616","Indiana","2015-11-29",7.495833,10,0.019833,21,0.6,0.2,1,2
"617","Indiana","2015-11-30",11.068182,13,0.008083,18,0.31875,0.25,0,3
"618","Indiana","2015-12-01",13.520833,25,0.004125,11,0.5645835,0.3625,3,7
"619","Indiana","2015-12-02",14.579167,22,0.012708,18,0.18125,0.3761905,0,8
"620","Indiana","2015-12-03",12.083333,24,0.012042,14,0.09375,0.186607,0,3
"621","Indiana","2015-12-04",16.454167,25,0.007083,13,0.16875,0.3354165,0,9
"622","Indiana","2015-12-05",18.533333,25,0.003667,8,0.1298705,0.3833335,0,9
"623","Indiana","2015-12-06",21.6125,36,0.008458,17,0.8104165,0.420644,3,9
"624","Indiana","2015-12-07",17.827273,24,0.010833,14,0.2916665,0.304167,1,7
"625","Indiana","2015-12-08",16.645455,23,0.016875,19,1.1854165,0.2083335,6,3
"626","Indiana","2015-12-09",18.8875,32,0.0155,22,1.1395835,0.245833,3,5
"627","Indiana","2015-12-10",17.066667,25,0.014667,21,0.8958335,0.2479165,3,5
"628","Indiana","2015-12-11",19.641667,25,0.009083,12,0.8125,0.2895835,4,5
"629","Indiana","2015-12-12",11.295833,15,0.016708,19,0.716234,0.208333,1,3
"630","Indiana","2015-12-13",7.183333,8,0.022875,30,0.18125,0.156061,0,2
"631","Indiana","2015-12-14",7.013636,9,0.022167,33,0.14375,0.1020835,0,1
