"","State","Date.Local","no2","no2_aqi","o3","o3_aqi","so2","co","so2_aqi","co_aqi"
"632","Indiana","2015-12-15",8.0125,11,0.004458,6,0.0625,0.1666665,0,2
"633","Indiana","2015-12-16",11.608333,15,0.010875,17,0.3770835,0.1958335,1,2
"634","Indiana","2015-12-17",6.440909,13,0.018083,21,0.006818,0.108712,0,2
"635","Indiana","2015-12-18",9.0375,14,0.021833,25,0.2104165,0.135417,0,2
"636","Indiana","2015-12-19",11.8125,30,0.01525,21,0.26875,0.1916665,1,5
"637","Indiana","2015-12-20",14.254167,28,0.021292,26,0.6354165,0.225189,1,5
"638","Indiana","2015-12-21",10.654545,14,0.018958,25,0.3308335,0.1625,1,2
"639","Indiana","2015-12-22",13.556522,24,0.013583,17,0.076708,0.210779,1,3
"640","Indiana","2015-12-23",9.0375,12,0.020625,26,0,0.1270835,0,3
"641","Indiana","2015-12-24",13.816667,24,0.014125,20,0.24375,0.21875,1,5
"642","Indiana","2015-12-25",9.045833,23,0.020875,23,0.2541665,0.2145835,0,7
"643","Indiana","2015-12-26",10.825,15,0.011792,19,0.258117,0.2104165,1,3
"644","Indiana","2015-12-27",6.016667,9,0.019125,24,0,0.138447,0,3
"645","Indiana","2015-12-28",8.413636,16,0.021542,25,0.0541665,0.11875,1,2
"646","Indiana","2015-12-29",8.345833,9,0.0185,18,0.3416665,0.146739,1,2
"647","Indiana","2015-12-30",9.929167,16,0.019333,22,0.4583335,0.15,1,2
"648","Indiana","2015-12-31",7.933333,9,0.027,27,0.00625,0.1375,0,2
"649","Kansas","2015-01-01",9.616667,15,0.0175,22,0.7,0.363239,0,6
"650","Kansas","2015-01-02",15.533333,18,0.00675,10,0.8229165,0.331042,1,5
"651","Kansas","2015-01-03",16.345833,25,0.009667,22,1.8583335,0.2945625,11,3
"652","Kansas","2015-01-04",4.658333,6,0.029917,30,3.0645835,0.1534375,10,2
"653","Kansas","2015-01-05",14.325,26,0.020167,25,2.7708335,0.263625,17,3
"654","Kansas","2015-01-06",7.141667,13,0.026833,28,2.0791665,0.202125,7,3
"655","Kansas","2015-01-07",6.629167,32,0.025125,30,1.0395835,0.194521,9,2
"656","Kansas","2015-01-08",12.316667,33,0.024333,29,0.9645835,0.28825,3,5
"657","Kansas","2015-01-09",10.8625,36,0.020375,30,2.4770835,0.2355625,11,5
"658","Kansas","2015-01-10",19.5375,39,0.019417,29,1.2520835,0.3349165,3,6
"659","Kansas","2015-01-11",16.683333,25,0.012708,19,0.99375,0.2665,1,3
"660","Kansas","2015-01-12",9.15,19,0.02275,28,2.3770835,0.205792,10,3
"661","Kansas","2015-01-13",19.245833,29,0.012292,16,7.3625,0.2687085,56,3
"662","Kansas","2015-01-14",24.266667,34,0.009083,18,1.357792,0.4245145,3,7
"663","Kansas","2015-01-15",22.704545,35,0.010792,23,1.2041665,0.429042,3,7
"664","Kansas","2015-01-16",22.1625,39,0.019458,26,1.9354165,0.5900625,9,11
"665","Kansas","2015-01-17",7.475,19,0.028042,33,1.35,0.240021,9,3
"666","Kansas","2015-01-18",18.429167,33,0.01425,24,1.3,0.4338955,3,10
"667","Kansas","2015-01-19",17.354167,32,0.013375,24,2.1,0.4841665,7,13
"668","Kansas","2015-01-20",19.970833,29,0.012542,20,1.2791665,0.354354,1,6
"669","Kansas","2015-01-21",13.913636,25,0.019083,31,0.887121,0.2757345,1,5
"670","Kansas","2015-01-22",14.179167,26,0.014208,23,2.0125,0.2558335,9,5
"671","Kansas","2015-01-23",23.9,34,0.012625,22,1.7375,0.5190625,4,8
"672","Kansas","2015-01-24",14.2375,25,0.018667,25,1.0666665,0.3545625,1,6
"673","Kansas","2015-01-25",5.858333,20,0.013042,19,1.1520835,0.205271,3,5
"674","Kansas","2015-01-26",14.629167,23,0.015417,22,1.2708335,0.3068125,3,5
"675","Kansas","2015-01-27",15.5875,26,0.016333,20,3.6,0.398708,29,8
"676","Kansas","2015-01-28",11.2875,19,0.024792,36,1.5333335,0.260604,14,3
"677","Kansas","2015-01-29",5.505,10,0.020583,27,1.6833335,0.1778125,14,3
"678","Kansas","2015-01-30",21.141667,35,0.007458,13,1.955,0.3035075,10,5
"679","Kansas","2015-01-31",20.795833,28,0.011583,19,0.95625,0.342417,3,5
"680","Kansas","2015-02-01",10.516667,26,0.022167,31,1.4729165,0.2326665,4,3
"681","Kansas","2015-02-02",11.1125,28,0.019792,24,1.2479165,0.27425,4,3
"682","Kansas","2015-02-03",18.133333,31,0.015042,24,1.075,0.3615835,1,6
"683","Kansas","2015-02-04",10.629167,21,0.025792,28,1.8625,0.221646,7,5
"684","Kansas","2015-02-05",19,32,0.019625,28,0.9458335,0.3074165,3,5
"685","Kansas","2015-02-06",16.791667,35,0.018458,22,1.1166665,0.329292,1,5
"686","Kansas","2015-02-07",11.929167,15,0.024375,29,1.10625,0.352229,1,6
"687","Kansas","2015-02-08",8.2,13,0.024542,28,2.6416665,0.2693125,9,6
"688","Kansas","2015-02-09",10.729167,16,0.024208,26,2.58125,0.2179585,20,3
"689","Kansas","2015-02-10",14.891667,31,0.017625,26,2.8854165,0.300875,14,6
"690","Kansas","2015-02-11",9.445833,28,0.021125,25,2.0444805,0.288221,9,7
"691","Kansas","2015-02-12",10.02381,22,0.026417,29,4.11875,0.2144375,20,3
"692","Kansas","2015-02-13",14.166667,28,0.016375,27,1.2145835,0.3069375,1,6
"693","Kansas","2015-02-14",11.920833,30,0.027583,36,1.7,0.418375,7,10
"694","Kansas","2015-02-15",6.758333,9,0.023,26,3.0020835,0.200021,9,2
"695","Kansas","2015-02-16",13.829167,39,0.018292,26,3.6666665,0.244708,26,5
"696","Kansas","2015-02-17",9.3125,36,0.029292,34,1.2729165,0.24675,4,5
"697","Kansas","2015-02-18",6.733333,25,0.027042,34,2.1895835,0.21525,11,3
"698","Kansas","2015-02-19",24.145833,37,0.016167,22,4.53125,0.4244165,59,6
"699","Kansas","2015-02-20",19.433333,27,0.016292,21,1.4229165,0.3575625,9,5
"700","Kansas","2015-02-21",11.0375,25,0.022958,28,2.1479165,0.268375,11,5
"701","Kansas","2015-02-22",5.3125,8,0.030458,31,3.0145835,0.1895835,13,2
"702","Kansas","2015-02-23",14.575,42,0.021833,28,2.0520835,0.2622295,11,5
"703","Kansas","2015-02-24",16.875,40,0.019792,33,1.0895835,0.3624375,3,6
"704","Kansas","2015-02-25",19.591667,42,0.025417,37,2.3586955,0.5919965,9,11
"705","Kansas","2015-02-26",6.025,13,0.031458,31,2.1395835,0.1922085,7,2
"706","Kansas","2015-02-27",13.813636,24,0.022042,26,7.1208335,0.2410625,44,3
"707","Kansas","2015-02-28",14.233333,21,0.021083,26,10.5083335,0.283625,52,3
"708","Kansas","2015-03-01",16.516667,35,0.019458,35,1.4395835,0.335354,3,7
"709","Kansas","2015-03-02",22.383333,47,0.024625,33,2.9395835,0.610866,11,11
"710","Kansas","2015-03-03",8.9125,11,0.021667,27,1.64375,0.231708,7,3
"711","Kansas","2015-03-04",8.529167,24,0.030125,31,3.0291665,0.164167,13,2
"712","Kansas","2015-03-05",12.808333,31,0.026875,29,3.51875,0.2201875,20,3
"713","Kansas","2015-03-06",12.626087,33,0.033125,36,0.9475155,0.2932935,1,5
"714","Kansas","2015-03-07",13.625,42,0.026667,39,1.1625,0.293354,3,5
"715","Kansas","2015-03-08",17.641667,39,0.031917,44,1.1895835,0.3084375,3,5
"716","Kansas","2015-03-09",20.991667,34,0.026125,39,4.45625,0.2935835,43,5
"717","Kansas","2015-03-10",24.9125,55,0.025958,46,1.3229165,0.3397085,3,6
"718","Kansas","2015-03-11",29.816667,49,0.024,43,5.2270835,0.424375,36,8
"719","Kansas","2015-03-12",20.480952,36,0.033208,49,2.052174,0.2709785,10,5
"720","Kansas","2015-03-13",15.0125,34,0.036958,51,1.6375,0.2783545,6,5
"721","Kansas","2015-03-14",11.604167,37,0.024542,38,1.7979165,0.2517085,6,8
"722","Kansas","2015-03-15",14.429167,35,0.037875,47,1.2020835,0.387854,3,9
"723","Kansas","2015-03-16",8.933333,14,0.038917,48,1.24375,0.3252085,4,5
"724","Kansas","2015-03-17",4.020833,8,0.035542,38,1.1,0.1489585,1,3
"725","Kansas","2015-03-23",7.6625,12,0.027542,32,2.6708335,0.212199,10,3
"726","Kansas","2015-03-24",12.254167,24,0.016083,16,6.9,0.2275,37,3
"727","Kansas","2015-03-25",9.454167,18,0.016083,19,2.6479165,0.193021,26,2
"728","Kansas","2015-03-26",5.809091,15,0.033667,38,2.1291665,0.158729,10,2
"729","Kansas","2015-03-27",4.65,8,0.035708,39,2.3375,0.1666875,9,2
"730","Kansas","2015-03-28",6.808333,13,0.037333,42,4.2875,0.198625,49,2
"731","Kansas","2015-03-29",7.941667,25,0.024917,34,1.1895835,0.223854,1,3
"732","Kansas","2015-03-30",15.9875,28,0.03525,47,1.5625,0.343292,4,6
"733","Kansas","2015-03-31",18.245833,42,0.030583,44,2.64375,0.293625,10,5
"734","Kansas","2015-04-01",9.395833,34,0.038583,44,1.5770835,0.2568125,3,5
"735","Kansas","2015-04-02",7.7625,26,0.039542,40,2.76875,0.1843955,21,2
"736","Kansas","2015-04-03",4.783333,24,0.028375,36,1.2854165,0.1420625,4,2
"737","Kansas","2015-04-04",15.316667,30,0.033708,44,1.1666665,0.295167,1,5
"738","Kansas","2015-04-05",7.241667,13,0.035375,42,1.1291665,0.2004165,1,2
"739","Kansas","2015-04-06",11.525,18,0.01,21,1.3729165,0.26375,3,5
"740","Kansas","2015-04-07",10.75,19,0.018958,42,2.6145835,0.2505835,11,3
"741","Kansas","2015-04-08",7.2375,11,0.017667,28,0.742778,0.231123,1,3
"742","Kansas","2015-04-09",4.516667,12,0.024333,30,0.2958335,0.1825625,1,2
"743","Kansas","2015-04-10",9.666667,18,0.03025,48,0.225,0.231521,0,5
"744","Kansas","2015-04-13",8.61875,24,0.033583,40,0.1645835,0.1785,1,2
"745","Kansas","2015-04-14",13.183333,34,0.036458,45,2.8791665,0.217354,31,3
"746","Kansas","2015-04-15",11.316667,18,0.030522,36,10.3645835,0.2044585,44,2
"747","Kansas","2015-04-17",19.379167,29,0.020882,35,2.4333335,0.3896665,30,7
"748","Kansas","2015-04-18",16.941667,30,0.023583,33,0.53125,0.299979,4,5
"749","Kansas","2015-04-19",6.2375,24,0.037792,44,2.7979165,0.154604,14,3
"750","Kansas","2015-04-20",5.783333,29,0.032208,42,0.3520835,0.1648955,1,3
"751","Kansas","2015-04-21",8.5625,25,0.038083,48,0.4,0.270375,1,5
"752","Kansas","2015-04-22",7.858333,33,0.030417,43,0.2324675,0.18,1,3
"753","Kansas","2015-04-23",17.342857,33,0.032056,44,0.85625,0.3675,3,7
"754","Kansas","2015-04-24",7,15,0.031708,33,0.3291665,0.223354,0,3
"755","Kansas","2015-04-25",4.716667,7,0.026417,31,0.4666665,0.1910625,3,2
"756","Kansas","2015-04-26",6.516667,19,0.042,49,0.54375,0.188604,1,2
"757","Kansas","2015-04-27",14.025,25,0.032583,47,1.6604165,0.2224375,19,3
"758","Kansas","2015-04-28",14.9125,39,0.035208,64,0.2979165,0.2827915,0,5
"759","Kansas","2015-04-29",12.3875,36,0.036125,58,0.88125,0.256896,3,6
"760","Kansas","2015-04-30",16.333333,33,0.033583,50,4.2025,0.2722085,52,5
"761","Kansas","2015-05-01",12.7625,38,0.047333,71,1.3708335,0.233104,21,3
"762","Kansas","2015-05-02",11.470833,25,0.04525,50,0.50625,0.2558335,1,3
"763","Kansas","2015-05-03",6.579167,8,0.053833,84,0.4979165,0.2131665,0,3
"764","Kansas","2015-05-04",11.716667,31,0.036667,49,0.8979165,0.232229,13,3
"765","Kansas","2015-05-05",12.666667,33,0.038583,58,0.3916665,0.2195625,1,3
"766","Kansas","2015-05-06",6.1375,10,0.0435,44,0.2229165,0.187375,0,2
"767","Kansas","2015-05-07",8.8,21,0.034208,37,0.513961,0.2304275,9,3
"768","Kansas","2015-05-08",7.27,15,0.020625,25,0.2875,0.1885835,3,2
"769","Kansas","2015-05-09",7.529167,15,0.025833,31,4.3666665,0.185521,30,2
"770","Kansas","2015-05-10",5.1,9,0.032167,36,0.2541665,0.1951875,0,3
"771","Kansas","2015-05-11",2.320833,5,0.035917,42,0.1104165,0.1249795,0,2
"772","Kansas","2015-05-12",7.083333,15,0.039875,54,1.0875,0.1599165,11,2
"773","Kansas","2015-05-13",13.920833,34,0.040375,48,2.0520835,0.246229,19,3
"774","Kansas","2015-05-14",10.291667,25,0.022875,43,0.2541665,0.253625,0,5
"775","Kansas","2015-05-15",10.910526,19,0.021417,31,0.3416665,0.262521,0,5
"776","Kansas","2015-05-16",4.395455,6,0.026235,30,0.2227275,0.1833635,0,2
"777","Kansas","2015-05-20",5.695833,7,0.021333,21,0.092236,0.1993335,0,2
"778","Kansas","2015-05-21",8.6625,40,0.0325,49,0.60625,0.221917,3,5
"779","Kansas","2015-05-22",15.35,36,0.028292,39,0.90625,0.3750835,10,6
"780","Kansas","2015-05-23",7.147826,14,0.030792,33,0.9698055,0.2159965,11,3
"781","Kansas","2015-05-24",9.830435,25,0.024667,31,0.225325,0.2,0,2
"782","Kansas","2015-05-26",7.479167,25,0.034792,42,0.323052,0.235468,0,3
"783","Kansas","2015-05-27",12.425,26,0.038708,84,1.0583335,0.2576875,14,3
"784","Kansas","2015-05-28",15.133333,41,0.027167,29,1.0145835,0.293583,9,5
"785","Kansas","2015-05-29",13.254167,25,0.02075,26,0.2291665,0.2922915,0,5
"786","Kansas","2015-05-30",4.8,25,0.015292,16,0.1208335,0.187646,0,3
"787","Kansas","2015-05-31",4.2375,19,0.027708,33,1.6895835,0.1862915,23,2
"788","Kansas","2015-06-01",7.854545,17,0.028143,29,4.821212,0.186,21,2
"789","Kansas","2015-06-02",5.808333,9,0.027083,31,0.2416665,0.28,0,3
"790","Kansas","2015-06-03",10.908333,20,0.021292,30,1.7166665,0.2515,21,3
"791","Kansas","2015-06-04",10.808333,22,0.0375,43,1.95625,0.244375,19,3
"792","Kansas","2015-06-05",12.545833,36,0.038958,77,2.2270835,0.2593125,24,6
"793","Kansas","2015-06-06",12.091667,34,0.032458,43,1.0375,0.3435,13,7
"794","Kansas","2015-06-07",4.854167,10,0.040625,44,0.38125,0.3014375,0,5
"795","Kansas","2015-06-08",8.508333,29,0.034917,49,0.9416665,0.2359165,7,5
"796","Kansas","2015-06-09",13.333333,25,0.042375,67,0.5145835,0.334104,0,5
"797","Kansas","2015-06-10",7.579167,13,0.049,51,0.4854165,0.2715,0,3
"798","Kansas","2015-06-11",8.161905,22,0.039167,50,0.508333,0.2470755,1,3
"799","Kansas","2015-06-12",4.9,9,0.028458,36,1.375,0.244021,6,3
"800","Kansas","2015-06-13",10.641667,16,0.027417,38,0.5791665,0.2611875,4,3
"801","Kansas","2015-06-14",8.658333,16,0.024,30,0.18125,0.2541045,0,3
"802","Kansas","2015-06-15",6.558333,10,0.024625,27,0.1479165,0.2186665,0,3
"803","Kansas","2015-06-16",8.258333,18,0.019208,25,2.025,0.201625,9,2
"804","Kansas","2015-06-17",8.866667,22,0.021167,36,0.2354165,0.264854,0,3
"805","Kansas","2015-06-18",7.470833,15,0.022958,28,0.8625,0.249604,16,5
"806","Kansas","2015-06-19",6.654167,16,0.035958,44,0.8166665,0.202771,7,2
"807","Kansas","2015-06-20",4.958333,7,0.03175,40,0.2395835,0.2586455,0,3
"808","Kansas","2015-06-21",7.116667,15,0.021667,25,1.4208335,0.223125,14,3
"809","Kansas","2015-06-22",4.741667,8,0.029333,40,0.2742235,0.229301,0,3
"810","Kansas","2015-06-23",11.109524,23,0.026167,38,1.875,0.1997915,14,3
"811","Kansas","2015-06-24",7.1875,20,0.030792,33,0.8104165,0.2191455,10,3
"812","Kansas","2015-06-25",5.275,12,0.034833,38,0.84375,0.2163335,10,3
"813","Kansas","2015-06-26",6.985714,17,0.033,38,1.8328945,0.192881,17,2
"814","Kansas","2015-06-27",9.766667,44,0.033958,46,0.3416665,0.255896,3,6
"815","Kansas","2015-06-28",7.133333,18,0.042292,49,0.8291665,0.290854,6,6
"816","Kansas","2015-06-29",9.541667,28,0.029917,47,1.5604165,0.287833,10,7
"817","Kansas","2015-06-30",17.170833,27,0.03775,50,5.0354165,0.3930205,33,7
"818","Kansas","2015-07-01",9.05,16,0.034417,39,1.2354165,0.2771045,11,5
"819","Kansas","2015-07-02",8.541667,14,0.024417,27,1.5979165,0.268146,9,3
"820","Kansas","2015-07-03",9.120833,21,0.029417,45,1.03125,0.2425625,7,3
"821","Kansas","2015-07-04",12.083333,28,0.035417,58,1.2895835,0.368625,11,6
"822","Kansas","2015-07-05",5.016667,14,0.032292,36,0.4354165,0.279083,1,5
"823","Kansas","2015-07-06",6.86087,17,0.026792,32,0.5639755,0.1976665,3,2
"824","Kansas","2015-07-07",5.008333,11,0.026958,31,0.625,0.4118125,14,5
"825","Kansas","2015-07-08",7.163636,11,0.025667,28,1.5104165,0.35875,26,NA
"826","Kansas","2015-07-09",11.416667,21,0.027417,44,4.3886365,0.36751,33,5
"827","Kansas","2015-07-10",14.728571,27,0.015583,21,2.825,0.401583,44,6
"828","Kansas","2015-07-11",6.525,13,0.026958,31,0.2645835,0.265292,0,3
"829","Kansas","2015-07-12",6.320833,10,0.029458,33,0.2979165,0.235,0,3
"830","Kansas","2015-07-13",6.895833,15,0.030667,44,0.3208335,0.2429585,0,3
"831","Kansas","2015-07-14",17.8,33,0.02975,74,0.78125,0.320542,4,5
"832","Kansas","2015-07-15",11.308333,23,0.030417,37,3.70625,0.285125,19,6
"833","Kansas","2015-07-16",8.0875,14,0.034875,40,0.4104165,0.260125,0,3
"834","Kansas","2015-07-17",6.045833,8,0.041208,47,0.38125,0.2639795,0,5
"835","Kansas","2015-07-18",7.6,10,0.029083,33,0.2770835,0.223146,0,3
"836","Kansas","2015-07-19",7.383333,14,0.0305,38,2.7708335,0.1914585,24,2
"837","Kansas","2015-07-20",7.895652,16,0.034833,46,0.9716665,0.2065,4,2
"838","Kansas","2015-07-21",7.5125,18,0.021458,31,0.3041665,0.2446135,0,3
"839","Kansas","2015-07-22",12.570833,24,0.027083,44,10.0958335,0.3267465,52,5
"840","Kansas","2015-07-23",10.945455,21,0.032458,48,9.5666665,0.289913,50,3
"841","Kansas","2015-07-24",9.747826,17,0.033375,61,0.4396105,0.3229435,1,5
"842","Kansas","2015-07-25",8.4875,29,0.030792,41,0.7125,0.232167,3,NA
"843","Kansas","2015-07-26",9.7125,25,0.031958,49,0.8895835,0.233222,4,NA
"844","Kansas","2015-07-27",13,21,0.029375,42,0.4083335,0.3033685,1,3
"845","Kansas","2015-07-28",9.308333,25,0.035792,41,0.8166665,0.269087,4,3
"846","Kansas","2015-07-29",8.104167,18,0.026,38,0.9125,0.2241135,10,3
"847","Kansas","2015-07-30",15.816667,33,0.021875,48,0.575,0.397375,1,7
"848","Kansas","2015-07-31",17.1625,32,0.02925,67,0.775,0.535667,1,9
"849","Kansas","2015-08-01",12.6125,43,0.036833,46,0.55625,0.373646,1,8
"850","Kansas","2015-08-02",10.520833,34,0.036792,50,0.7604165,0.453896,1,7
"851","Kansas","2015-08-03",14.920833,32,0.032167,48,7.3041665,0.2984585,52,6
"852","Kansas","2015-08-04",14.054167,24,0.029625,41,11.14375,0.2821665,74,5
"853","Kansas","2015-08-05",10.116667,22,0.030167,35,1.695652,0.2910435,9,3
"854","Kansas","2015-08-06",9.858333,22,0.033333,43,3.9104165,0.281521,19,3
"855","Kansas","2015-08-07",11.922727,34,0.028667,45,1.2,0.295646,6,5
"856","Kansas","2015-08-08",8.954167,34,0.029958,39,1.3520835,0.300583,16,5
"857","Kansas","2015-08-09",8.716667,19,0.026083,36,0.3083335,0.3142085,0,5
"858","Kansas","2015-08-10",7.566667,15,0.028417,37,0.183442,0.2604375,0,5
"859","Kansas","2015-08-11",6.166667,18,0.019708,32,0.206818,0.225979,0,3
"860","Kansas","2015-08-12",11.5125,25,0.0225,44,0.512879,0.301479,3,5
"861","Kansas","2015-08-13",13.320833,23,0.030708,50,0.4083335,0.381159,1,6
"862","Kansas","2015-08-14",12.9625,25,0.029333,46,0.35974,0.336729,1,5
"863","Kansas","2015-08-15",13.058333,27,0.032042,44,0.7895835,0.383625,3,6
"864","Kansas","2015-08-16",7.729167,19,0.040167,51,0.3895835,0.2927085,0,3
"865","Kansas","2015-08-17",6.779167,12,0.038458,49,1.881818,0.286104,14,3
"866","Kansas","2015-08-18",9.495833,17,0.028875,37,0.6229165,0.3294695,4,5
"867","Kansas","2015-08-19",6.333333,25,0.021625,31,0.7366665,0.3117725,4,5
"868","Kansas","2015-08-20",12.520833,29,0.026042,41,0.5666665,0.3025835,1,5
"869","Kansas","2015-08-21",7.147826,15,0.03325,40,0.3854165,0.250021,0,3
"870","Kansas","2015-08-22",5.0625,8,0.033,41,0.3645835,0.223354,0,3
"871","Kansas","2015-08-23",4.3875,13,0.020208,25,1.6395835,0.2075625,7,3
"872","Kansas","2015-08-24",11.9375,35,0.017458,36,0.6791665,0.292708,3,5
"873","Kansas","2015-08-25",15.208333,25,0.020667,43,6.36875,0.310729,52,5
"874","Kansas","2015-08-26",15.670833,25,0.027333,44,8.6291665,0.3102915,52,5
"875","Kansas","2015-08-27",9.883333,15,0.023375,23,1.6979165,0.273208,14,3
"876","Kansas","2015-08-28",7.0125,9,0.029167,38,0.6666665,0.279542,1,3
"877","Kansas","2015-08-29",5.620833,12,0.014458,19,0.3666665,0.2656875,0,3
"878","Kansas","2015-08-30",9.275,15,0.025958,42,4.84375,0.2822915,30,5
"879","Kansas","2015-08-31",8.720833,13,0.0415,54,0.6375,0.3412085,1,5
"880","Kansas","2015-09-01",9.3125,17,0.043083,51,0.6227275,0.305159,0,3
"881","Kansas","2015-09-02",11.609524,25,0.032375,41,0.8708335,0.287646,9,5
"882","Kansas","2015-09-03",9.070833,15,0.038458,48,0.56875,0.237229,0,3
"883","Kansas","2015-09-04",8.608333,12,0.037042,47,0.54375,0.2649795,0,3
"884","Kansas","2015-09-05",6.445833,9,0.036125,41,0.4645835,0.2721875,0,3
"885","Kansas","2015-09-06",4.645833,7,0.032375,35,0.46875,0.2468125,0,3
"886","Kansas","2015-09-07",7.283333,13,0.022458,27,1.1291665,0.2122915,7,2
"887","Kansas","2015-09-08",10.521739,18,0.01525,19,0.9761905,0.254472,6,3
"888","Kansas","2015-09-16",5.333333,9,0.033417,36,0.455303,0.200409,0,2
"889","Kansas","2015-09-17",5.233333,8,0.031792,34,0.6791665,0.198625,1,2
"890","Kansas","2015-09-18",8.6,18,0.0185,22,0.4979165,0.253146,0,3
"891","Kansas","2015-09-19",7.35,25,0.018125,32,0.3479165,0.2593955,0,6
"892","Kansas","2015-09-20",9.375,17,0.024125,36,0.7020835,0.344354,3,7
"893","Kansas","2015-09-21",10.025,15,0.020125,26,0.39375,0.2843125,0,3
"894","Kansas","2015-09-22",11.658333,24,0.029684,42,0.5729165,0.27625,1,3
"895","Kansas","2015-09-23",10.554167,18,0.038167,42,0.6375,0.296143,0,3
"896","Kansas","2015-09-24",13.158333,19,0.038875,47,0.7541665,0.3225205,1,5
"897","Kansas","2015-09-25",13.725,34,0.042708,87,3.1020835,0.3027295,16,5
"898","Kansas","2015-09-26",15.116667,33,0.032833,61,1.6104165,0.3150415,6,6
"899","Kansas","2015-09-27",7.908333,22,0.026417,37,0.5208335,0.267167,0,6
"900","Kansas","2015-09-28",14.633333,35,0.0285,58,0.5895835,0.3361665,0,6
"901","Kansas","2015-09-29",7.954167,20,0.024083,27,0.3958335,0.277604,0,6
"902","Kansas","2015-09-30",6.891667,12,0.024833,31,0.3895835,0.199104,0,2
"903","Kansas","2015-10-01",8.604167,16,0.023208,30,0.844697,0.2089565,6,2
"904","Kansas","2015-10-02",8.045455,19,0.021542,28,0.4520835,0.2078125,0,2
"905","Kansas","2015-10-03",7.758333,14,0.023042,31,0.6020835,0.214625,1,3
"906","Kansas","2015-10-04",4.325,7,0.013792,17,0.3458335,0.2037085,0,3
"907","Kansas","2015-10-05",8.5,16,0.004292,8,0.50625,0.2587705,1,5
"908","Kansas","2015-10-06",11.841667,25,0.005333,14,1.2083335,0.3716875,10,8
"909","Kansas","2015-10-07",18.983333,34,0.008583,23,2.5041665,0.682604,6,11
"910","Kansas","2015-10-08",12.579167,25,0.0265,41,0.75,0.3596875,1,8
"911","Kansas","2015-10-09",8.691667,23,0.011208,21,0.4458335,0.260083,1,6
"912","Kansas","2015-10-10",13.275,21,0.018958,30,0.7125,0.3572915,1,6
"913","Kansas","2015-10-11",9.5875,16,0.035625,40,0.7791665,0.265833,0,3
"914","Kansas","2015-10-12",4.154167,8,0.033167,37,1.075,0.199083,9,3
"915","Kansas","2015-10-13",13.870833,39,0.018833,29,2.8625,0.300125,44,7
"916","Kansas","2015-10-14",15.204167,32,0.01475,31,2.0261905,0.4043515,13,9
"917","Kansas","2015-10-15",15.718182,25,0.021792,33,2.1166665,0.4446045,23,9
"918","Kansas","2015-10-16",10.808333,26,0.018417,29,0.1520835,0.268042,0,6
"919","Kansas","2015-10-17",9.825,17,0.022542,27,4.48125,0.2593335,44,6
"920","Kansas","2015-10-18",6.370833,10,0.029875,31,0.26875,0.2235,1,3
"921","Kansas","2015-10-19",7.666667,13,0.041417,45,0.8020835,0.235979,1,3
"922","Kansas","2015-10-20",7.916667,14,0.046542,51,1.0020835,0.252125,1,3
"923","Kansas","2015-10-21",10.441667,32,0.035125,45,0.5708335,0.3158125,1,5
"924","Kansas","2015-10-22",15.404167,37,0.023125,31,4.3104165,0.285627,30,3
"925","Kansas","2015-10-23",6.775,11,0.019375,27,0.19375,0.251396,0,3
"926","Kansas","2015-10-24",8,25,0.015042,27,0.19375,0.287479,0,7
"927","Kansas","2015-10-25",15.133333,33,0.01275,29,3.0375,0.434208,51,9
"928","Kansas","2015-10-26",18.375,28,0.013333,21,4.125,0.2902915,27,5
"929","Kansas","2015-10-27",12.804167,20,0.006208,12,4.960065,0.260924,26,3
"930","Kansas","2015-10-28",5.436364,25,0.020125,24,0.19375,0.206979,0,3
"931","Kansas","2015-10-29",8.520833,24,0.013292,23,0.53125,0.3427085,4,9
"932","Kansas","2015-10-30",16.0375,24,0.007875,13,1.53125,0.6073545,7,11
"933","Kansas","2015-10-31",10.670833,22,0.009542,19,0.7083335,0.3900205,3,9
"934","Kansas","2015-11-01",13.804167,22,0.015917,27,0.7041665,0.4266875,1,10
"935","Kansas","2015-11-02",17.733333,30,0.017375,31,0.5708335,0.3514585,1,5
"936","Kansas","2015-11-03",8.829167,15,0.02075,27,0.1979165,0.280479,0,5
"937","Kansas","2015-11-04",9.9625,26,0.020833,25,0.14375,0.2730835,0,5
"938","Kansas","2015-11-05",6.35,10,0.017958,22,0.2229165,0.256354,0,5
"939","Kansas","2015-11-06",10.095833,27,0.012875,23,0.2979165,0.3040625,1,6
"940","Kansas","2015-11-07",14.504167,31,0.013,30,0.6479165,0.4416875,3,11
"941","Kansas","2015-11-08",16.6125,30,0.017375,32,0.46875,0.510229,1,14
"942","Kansas","2015-11-09",25.466667,41,0.01125,24,1.0020835,0.558375,6,8
"943","Kansas","2015-11-10",15.2125,25,0.02275,30,0.6145835,0.362833,1,8
"944","Kansas","2015-11-11",4.908333,9,0.023333,31,0.3333335,0.214146,0,3
"945","Kansas","2015-11-12",3.442857,11,0.024917,30,0.1555195,0.186725,1,2
"946","Kansas","2015-11-13",16.995833,37,0.017583,24,0.61875,0.350896,1,6
"947","Kansas","2015-11-14",10.525,16,0.031,36,0.4041665,0.320979,0,6
"948","Kansas","2015-11-15",6.029167,8,0.030917,31,0.3479165,0.220521,0,3
"949","Kansas","2015-11-16",5.9625,8,0.022708,28,0.1416665,0.242417,0,3
