year_month,ppm,aqi,type
2008-05,0.294915025,4.31344097,CO
2008-06,0.304025724,4.415346603,CO
2008-07,0.263975389,3.819616612,CO
2008-08,0.268029996,4.000308644,CO
2008-09,0.324013861,5.129953464,CO
2008-10,0.385726898,6.595634922,CO
2008-11,0.445894558,7.493562514,CO
2008-12,0.424315613,6.931397049,CO
2009-01,0.44155509,7.397812237,CO
2009-02,0.338820594,5.547831883,CO
2009-03,0.306577199,4.713946349,CO
2009-04,0.297107338,4.431818423,CO
2009-05,0.259144314,3.786237192,CO
2009-06,0.242464799,3.455788529,CO
2009-07,0.255757854,3.646313654,CO
2009-08,0.293056416,4.198489658,CO
2009-09,0.261249682,4.072714544,CO
2009-10,0.302804033,4.89056869,CO
2009-11,0.420958685,7.182603027,CO
2009-12,0.371841728,6.163873726,CO
2010-01,0.424855887,6.800992874,CO
2010-02,0.373960771,5.991128077,CO
2010-03,0.354336329,5.636794886,CO
2010-04,0.327217233,4.803601846,CO
2010-05,0.308274566,4.406629291,CO
2010-06,0.266984464,3.764992136,CO
2010-07,0.273395589,3.783397293,CO
2010-08,0.279052057,4.02359427,CO
2010-09,0.307534113,4.725199655,CO
2010-10,0.322856443,5.205760941,CO
2010-11,0.399277208,6.964254059,CO
2010-12,0.424875789,7.320794035,CO
2011-01,0.386787515,6.344029554,CO
2011-02,0.359436333,5.762776166,CO
2011-03,0.309875702,4.583413278,CO
2011-04,0.259912608,3.748326128,CO
2011-05,0.251492846,3.596101643,CO
2011-06,0.242264845,3.413337433,CO
2011-07,0.223622947,3.118477772,CO
2011-08,0.24449731,3.469220902,CO
2011-09,0.254576762,3.925468296,CO
2011-10,0.324812355,5.235368922,CO
2011-11,0.389347202,6.624038326,CO
2011-12,0.443084837,7.606883232,CO
2012-01,0.36922796,6.047287821,CO
2012-02,0.346491218,5.320582367,CO
2012-03,0.290426371,4.434885282,CO
2012-04,0.269248267,3.783554878,CO
2012-05,0.256098118,3.569249265,CO
2012-06,0.231948801,3.259578912,CO
2012-07,0.233267402,3.190530925,CO
2012-08,0.275449573,3.870202324,CO
2012-09,0.284966179,4.214099224,CO
2012-10,0.290140039,4.423021445,CO
2012-11,0.355099262,6.015168586,CO
2012-12,0.354067501,5.914540211,CO
2013-01,0.344387701,5.466218193,CO
2013-02,0.320123438,4.835560982,CO
2013-03,0.283839348,4.115361289,CO
2013-04,0.237692069,3.322383071,CO
2013-05,0.225770198,3.089310891,CO
2013-06,0.204602777,2.81617704,CO
2013-07,0.206571492,2.811647233,CO
2013-08,0.220563067,3.170870506,CO
2013-09,0.222992035,3.365508221,CO
2013-10,0.259215361,4.24710148,CO
2013-11,0.263880207,4.482866949,CO
2013-12,0.345303318,5.732391371,CO
2014-01,0.313305523,5.147517681,CO
2014-02,0.305533479,4.835964236,CO
2014-03,0.268387686,4.09303261,CO
2014-04,0.244311178,3.465456321,CO
2014-05,0.22043088,3.104979496,CO
2014-06,0.196083926,2.708648365,CO
2014-07,0.199149313,2.696458001,CO
2014-08,0.237742153,3.289574636,CO
2014-09,0.240378285,3.643098787,CO
2014-10,0.265009423,4.218529084,CO
2014-11,0.300466297,4.942893129,CO
2014-12,0.321165192,5.133780187,CO
2015-01,0.337061934,5.454380461,CO
2015-02,0.304188988,4.813640067,CO
2015-03,0.28576844,4.404518298,CO
2015-04,0.241880572,3.502812135,CO
2015-05,0.22033269,3.003496293,CO
2015-06,0.210792879,2.853410356,CO
2015-07,0.234361966,3.286274371,CO
2015-08,0.239582153,3.30339028,CO
2015-09,0.242445011,3.511177057,CO
2015-10,0.259492368,4.06049261,CO
2015-11,0.309354552,5.152960909,CO
2015-12,0.320505076,5.267302501,CO
