"","period","emissions","AQI","type"
"548","2013-08",0.0293580393956443,41.45,"O3"
"549","2013-09",0.0274484919264743,39.51,"O3"
"550","2013-10",0.0203080937540049,28.73,"O3"
"551","2013-11",0.0188725288634259,24.73,"O3"
"552","2013-12",0.0161532359371769,21.42,"O3"
"553","2014-01",0.0207349704758698,26.71,"O3"
"554","2014-02",0.0244678168707768,31.34,"O3"
"555","2014-03",0.0294963460188022,36.97,"O3"
"556","2014-04",0.0342196431754723,42.86,"O3"
"557","2014-05",0.0332796802691437,44.9,"O3"
"558","2014-06",0.0309584967178736,42.98,"O3"
"559","2014-07",0.0306989811408281,43.48,"O3"
"560","2014-08",0.0289633437889306,43.16,"O3"
"561","2014-09",0.0237612613291357,35.36,"O3"
"562","2014-10",0.0209484758555727,30.49,"O3"
"563","2014-11",0.0204315139738683,26.97,"O3"
"564","2014-12",0.0153505368701854,21.01,"O3"
"565","2015-01",0.0184630316836392,24.76,"O3"
"566","2015-02",0.0233310453531676,29.62,"O3"
"567","2015-03",0.0273254677822633,35.35,"O3"
"568","2015-04",0.0315147843043722,40.1,"O3"
"569","2015-05",0.0332305640506601,44.41,"O3"
"570","2015-06",0.0311902806459645,44.03,"O3"
"571","2015-07",0.0294450500455961,41.2,"O3"
"572","2015-08",0.0296255915328983,43.74,"O3"
"573","2015-09",0.026503816154364,39.89,"O3"
"574","2015-10",0.0215902260015983,30.1,"O3"
"575","2015-11",0.019548224406492,26.57,"O3"
"576","2015-12",0.0172922887809356,23.36,"O3"
"577","2000-01",0.840023417130911,14.57,"CO"
"578","2000-02",0.768348730185192,13.15,"CO"
"579","2000-03",0.59562071037842,10.18,"CO"
"580","2000-04",0.552494905040914,9.05,"CO"
"581","2000-05",0.502198437493576,7.81,"CO"
"582","2000-06",0.497009683205594,7.51,"CO"
"583","2000-07",0.477829054545902,7.47,"CO"
"584","2000-08",0.505526201928741,7.91,"CO"
"585","2000-09",0.545773515829855,8.82,"CO"
"586","2000-10",0.732903789212942,12.84,"CO"
"587","2000-11",0.813868794956079,14.95,"CO"
"588","2000-12",0.827227745026189,15.22,"CO"
"589","2001-01",0.821791718839466,14.85,"CO"
"590","2001-02",0.661924100997174,11.26,"CO"
"591","2001-03",0.528438110506725,9,"CO"
"592","2001-04",0.466639826916558,7.87,"CO"
"593","2001-05",0.412452769272607,6.64,"CO"
"594","2001-06",0.41198905864332,6.79,"CO"
"595","2001-07",0.364541840471916,5.89,"CO"
"596","2001-08",0.447920784480988,7.05,"CO"
"597","2001-09",0.469504362914912,8.03,"CO"
"598","2001-10",0.51182815440858,9.35,"CO"
"599","2001-11",0.654405778984578,12.48,"CO"
"600","2001-12",0.696020091269779,12.84,"CO"
"601","2002-01",0.698545750168552,12.35,"CO"
"602","2002-02",0.574345913570416,10.1,"CO"
"603","2002-03",0.452722281460716,7.58,"CO"
"604","2002-04",0.442303673267482,6.83,"CO"
"605","2002-05",0.409803284990797,6.36,"CO"
"606","2002-06",0.409622371861194,6.39,"CO"
"607","2002-07",0.414690662243599,6.21,"CO"
"608","2002-08",0.403658492874732,6.24,"CO"
"609","2002-09",0.471838522692739,7.64,"CO"
"610","2002-10",0.529878140482828,8.57,"CO"
"611","2002-11",0.629416767544971,11.45,"CO"
"612","2002-12",0.653879768209182,11.57,"CO"
"613","2003-01",0.6397354780165,10.72,"CO"
"614","2003-02",0.572888408323137,9.41,"CO"
"615","2003-03",0.482869395605136,7.77,"CO"
"616","2003-04",0.424837987862629,6.55,"CO"
"617","2003-05",0.400446035760551,6.33,"CO"
"618","2003-06",0.382820248824827,6.1,"CO"
"619","2003-07",0.418054824364161,6.34,"CO"
"620","2003-08",0.455723727640876,6.86,"CO"
"621","2003-09",0.449403738529145,7.36,"CO"
"622","2003-10",0.563514868840587,10.13,"CO"
"623","2003-11",0.639966327013984,11.88,"CO"
"624","2003-12",0.675355841430325,11.87,"CO"
"625","2004-01",0.572465757691591,9.82,"CO"
"626","2004-02",0.534712152154301,9.29,"CO"
"627","2004-03",0.484384230549752,7.75,"CO"
"628","2004-04",0.403344067226407,6.35,"CO"
"629","2004-05",0.350102503256541,5.59,"CO"
"630","2004-06",0.363276510649961,5.66,"CO"
"631","2004-07",0.377091102127089,5.69,"CO"
"632","2004-08",0.395764730491315,6.18,"CO"
"633","2004-09",0.457305592807847,7.38,"CO"
"634","2004-10",0.480975880188737,8.13,"CO"
"635","2004-11",0.515451055775944,9.41,"CO"
"636","2004-12",0.614381889975227,11.16,"CO"
"637","2005-01",0.530024706835845,9.09,"CO"
"638","2005-02",0.459406306563343,7.82,"CO"
"639","2005-03",0.434544571345377,6.93,"CO"
"640","2005-04",0.397016024179103,6.27,"CO"
"641","2005-05",0.378887546754486,5.88,"CO"
"642","2005-06",0.401760446854243,5.94,"CO"
"643","2005-07",0.386996048432769,5.87,"CO"
"644","2005-08",0.388705711596759,5.97,"CO"
"645","2005-09",0.439191538175588,7.09,"CO"
"646","2005-10",0.488213694216212,8.1,"CO"
"647","2005-11",0.561182534637433,10.06,"CO"
"648","2005-12",0.659321365245637,11.23,"CO"
"649","2006-01",0.606907027958937,10.53,"CO"
"650","2006-02",0.513682864160104,8.8,"CO"
"651","2006-03",0.408482137721287,6.6,"CO"
"652","2006-04",0.400688636893957,6.17,"CO"
"653","2006-05",0.397312947634997,5.84,"CO"
"654","2006-06",0.397808510441875,5.93,"CO"
"655","2006-07",0.367808315926437,5.41,"CO"
"656","2006-08",0.347193448957889,5.24,"CO"
"657","2006-09",0.35403305215339,5.87,"CO"
"658","2006-10",0.43174219979256,7.48,"CO"
"659","2006-11",0.579478302366883,10.67,"CO"
"660","2006-12",0.550308584529114,10.13,"CO"
"661","2007-01",0.43672454274393,7.72,"CO"
"662","2007-02",0.48570729566356,7.9,"CO"
"663","2007-03",0.461240946986157,7.35,"CO"
"664","2007-04",0.382870485312931,5.76,"CO"
"665","2007-05",0.362763115470569,5.25,"CO"
"666","2007-06",0.332134100562615,4.92,"CO"
"667","2007-07",0.32750369779532,4.77,"CO"
"668","2007-08",0.333207807243889,4.88,"CO"
"669","2007-09",0.341172298373459,5.22,"CO"
"670","2007-10",0.40293656701953,6.76,"CO"
"671","2007-11",0.437666297245736,7.61,"CO"
"672","2007-12",0.478181862036052,8.29,"CO"
"673","2008-01",0.437668380973653,7.82,"CO"
"674","2008-02",0.420717418563747,7.16,"CO"
"675","2008-03",0.308825158682402,5.08,"CO"
"676","2008-04",0.324885627190232,4.97,"CO"
"677","2008-05",0.294915025202377,4.31,"CO"
"678","2008-06",0.304025724452892,4.42,"CO"
"679","2008-07",0.263975388783988,3.82,"CO"
"680","2008-08",0.268029996163667,4,"CO"
"681","2008-09",0.324013860669173,5.13,"CO"
"682","2008-10",0.385726897668482,6.6,"CO"
"683","2008-11",0.44589455813648,7.49,"CO"
"684","2008-12",0.424315612886852,6.93,"CO"
"685","2009-01",0.441555090328905,7.4,"CO"
"686","2009-02",0.338820593586575,5.55,"CO"
"687","2009-03",0.306577199222672,4.71,"CO"
"688","2009-04",0.297107337964086,4.43,"CO"
"689","2009-05",0.25914431356771,3.79,"CO"
"690","2009-06",0.242464799218424,3.46,"CO"
"691","2009-07",0.255757854459622,3.65,"CO"
"692","2009-08",0.293056416195436,4.2,"CO"
"693","2009-09",0.261249682303813,4.07,"CO"
"694","2009-10",0.302804032687449,4.89,"CO"
"695","2009-11",0.420958684629191,7.18,"CO"
"696","2009-12",0.371841728483761,6.16,"CO"
"697","2010-01",0.424855886806003,6.8,"CO"
"698","2010-02",0.373960771038213,5.99,"CO"
"699","2010-03",0.354336328547129,5.64,"CO"
"700","2010-04",0.327217233367671,4.8,"CO"
"701","2010-05",0.308274566094596,4.41,"CO"
"702","2010-06",0.266984463786111,3.76,"CO"
"703","2010-07",0.27339558878419,3.78,"CO"
"704","2010-08",0.279052056812519,4.02,"CO"
"705","2010-09",0.307534112666287,4.73,"CO"
"706","2010-10",0.32285644337599,5.21,"CO"
"707","2010-11",0.399277207749698,6.96,"CO"
"708","2010-12",0.424875788525491,7.32,"CO"
"709","2011-01",0.386787514884136,6.34,"CO"
"710","2011-02",0.359436333379205,5.76,"CO"
"711","2011-03",0.30987570203248,4.58,"CO"
"712","2011-04",0.25991260828424,3.75,"CO"
"713","2011-05",0.251492845529039,3.6,"CO"
"714","2011-06",0.24226484518309,3.41,"CO"
"715","2011-07",0.22362294722528,3.12,"CO"
"716","2011-08",0.244497309519393,3.47,"CO"
"717","2011-09",0.254576762073591,3.93,"CO"
"718","2011-10",0.324812355105289,5.24,"CO"
"719","2011-11",0.389347201565686,6.62,"CO"
"720","2011-12",0.443084837479382,7.61,"CO"
"721","2012-01",0.369227960198259,6.05,"CO"
"722","2012-02",0.346491218022462,5.32,"CO"
"723","2012-03",0.290426370694611,4.43,"CO"
"724","2012-04",0.269248267146342,3.78,"CO"
"725","2012-05",0.256098118007945,3.57,"CO"
"726","2012-06",0.231948800884386,3.26,"CO"
"727","2012-07",0.23326740249407,3.19,"CO"
"728","2012-08",0.275449573293836,3.87,"CO"
"729","2012-09",0.284966178956323,4.21,"CO"
"730","2012-10",0.290140039245211,4.42,"CO"
"731","2012-11",0.355099262115145,6.02,"CO"
"732","2012-12",0.354067501346998,5.91,"CO"
"733","2013-01",0.34438770143125,5.47,"CO"
"734","2013-02",0.320123438237974,4.84,"CO"
"735","2013-03",0.283839347984685,4.12,"CO"
"736","2013-04",0.237692069496101,3.32,"CO"
"737","2013-05",0.225770197514646,3.09,"CO"
"738","2013-06",0.204602776885469,2.82,"CO"
"739","2013-07",0.206571492074224,2.81,"CO"
"740","2013-08",0.220563067382922,3.17,"CO"
"741","2013-09",0.222992034928921,3.37,"CO"
"742","2013-10",0.259215360969156,4.25,"CO"
"743","2013-11",0.26388020661852,4.48,"CO"
"744","2013-12",0.345303317817514,5.73,"CO"
"745","2014-01",0.313305522583076,5.15,"CO"
"746","2014-02",0.305533478752315,4.84,"CO"
"747","2014-03",0.268387685501253,4.09,"CO"
"748","2014-04",0.24431117812661,3.47,"CO"
"749","2014-05",0.220430880272724,3.1,"CO"
"750","2014-06",0.196083925703615,2.71,"CO"
"751","2014-07",0.199149312953847,2.7,"CO"
"752","2014-08",0.237742153219193,3.29,"CO"
"753","2014-09",0.240378284877779,3.64,"CO"
"754","2014-10",0.265009423425954,4.22,"CO"
"755","2014-11",0.300466296579758,4.94,"CO"
"756","2014-12",0.321165192040634,5.13,"CO"
"757","2015-01",0.337061934362148,5.45,"CO"
"758","2015-02",0.304188987588847,4.81,"CO"
"759","2015-03",0.285768440155425,4.4,"CO"
"760","2015-04",0.241880572129414,3.5,"CO"
"761","2015-05",0.22033269016457,3,"CO"
"762","2015-06",0.210792878951075,2.85,"CO"
"763","2015-07",0.234361965660017,3.29,"CO"
"764","2015-08",0.239582152526628,3.3,"CO"
"765","2015-09",0.242445010845476,3.51,"CO"
"766","2015-10",0.259492368187363,4.06,"CO"
"767","2015-11",0.309354551843633,5.15,"CO"
"768","2015-12",0.320505076301523,5.27,"CO"
